,Real,Predicted
2019-06-06,7791.2900389999995,5711.3027
2019-06-07,7807.359862999999,5674.678
2019-06-08,8002.629882999999,5615.837
2019-06-09,7933.779785,5534.688
2019-06-10,7643.439941,5459.5874
2019-06-11,8021.0,5402.3867
2019-06-12,7917.319824,5375.1323
2019-06-13,8174.140136999999,5363.813
2019-06-14,8235.570313,5365.107
2019-06-15,8693.959961,5376.1304
2019-06-16,8853.55957,5441.5728
2019-06-17,8979.179688,5531.1704
2019-06-18,9336.009766,5604.6875
2019-06-19,9081.709961,5681.481
2019-06-20,9280.540039,5713.8823
2019-06-21,9536.849609,5746.258
2019-06-22,10218.870117,5789.287
2019-06-23,10689.540039,5813.919
2019-06-24,10855.990234,5836.1636
2019-06-25,11035.740234,5853.3687
2019-06-26,11740.339844,5864.6274
2019-06-27,12913.280273,5870.5166
2019-06-28,11154.089844,5876.53
2019-06-29,12355.05957,5882.4087
2019-06-30,11884.099609,5881.719
2019-07-01,10769.049805,5876.5527
2019-07-02,10591.870117,5870.3574
2019-07-03,10844.129883,5858.122
2019-07-04,11981.610352,5841.905
2019-07-05,11156.519531,5826.652
2019-07-06,10993.25,5816.6504
2019-07-07,11248.94043,5801.601
2019-07-08,11474.280273,5781.916
2019-07-09,12296.160156,5763.7476
2019-07-10,12567.019531,5771.045
2019-07-11,12099.120117,5773.3184
2019-07-12,11343.120117,5777.701
2019-07-13,11797.370117,5788.318
2019-07-14,11363.969727,5781.494
2019-07-15,10204.410156,5754.9897
2019-07-16,10850.259766,5729.2935
2019-07-17,9423.44043,5689.812
2019-07-18,9696.150391,5626.0327
2019-07-19,10638.349609,5540.229
2019-07-20,10532.94043,5432.432
2019-07-21,10759.419922,5310.3047
2019-07-22,10586.709961,5187.1006
2019-07-23,10325.870117,5116.618
2019-07-24,9854.150391,5123.8467
2019-07-25,9772.139648,5066.052
2019-07-26,9882.429688,5011.4746
2019-07-27,9847.450195,5070.818
2019-07-28,9478.320313,5064.4526
2019-07-29,9531.769531,5098.102
