,Real,Predicted
2019-04-30,5237.959961,5102.968
2019-05-01,5350.640137,5077.663
2019-05-02,5389.540039,5117.0254
2019-05-03,5500.720215,5183.9736
2019-05-04,5753.379883,5377.9336
2019-05-05,5840.080078,5460.8057
2019-05-06,5794.140137,5802.02
2019-05-07,5748.169922,5882.3047
2019-05-08,5819.569824,5831.658
2019-05-09,5998.709961,5677.426
2019-05-10,6171.959961,5925.802
2019-05-11,6358.290039,5823.9243
2019-05-12,7191.359863,5981.092
2019-05-13,6977.629883,6058.44
2019-05-14,7806.359862999999,6163.453
2019-05-15,7980.129883,6158.4443
2019-05-16,8183.830077999999,6222.2734
2019-05-17,7874.109863,6217.018
2019-05-18,7371.959961,6184.9746
2019-05-19,7266.080078,6080.108
2019-05-20,8193.139648,5858.101
2019-05-21,7998.2900389999995,5927.194
2019-05-22,7947.930176,6017.1973
2019-05-23,7626.890136999999,6054.1646
2019-05-24,7876.499999999999,5944.146
2019-05-25,7996.399902,5940.145
2019-05-26,8059.129882999999,5836.1074
2019-05-27,8726.230469,5848.182
2019-05-28,8785.169922,5954.1445
2019-05-29,8718.849609,5927.194
2019-05-30,8664.55957,6004.416
2019-05-31,8276.25,6027.562
2019-06-01,8550.669922,6040.18
2019-06-02,8555.870117,6006.459
2019-06-03,8737.910156,5722.169
2019-06-04,8114.490233999999,5754.704
2019-06-05,7677.470214999999,5802.02
2019-06-06,7791.2900389999995,5682.3267
2019-06-07,7807.359862999999,5021.4985
2019-06-08,8002.629882999999,4824.102
2019-06-09,7933.779785,4888.9214
2019-06-10,7643.439941,4990.5317
2019-06-11,8021.0,5746.96
2019-06-12,7917.319824,5615.4824
2019-06-13,8174.140136999999,5351.356
2019-06-14,8235.570313,5706.379
2019-06-15,8693.959961,5705.204
2019-06-16,8853.55957,5809.4023
2019-06-17,8979.179688,5960.1157
2019-06-18,9336.009766,6169.1826
2019-06-19,9081.709961,6292.486
2019-06-20,9280.540039,6365.8774
2019-06-21,9536.849609,6342.292
2019-06-22,10218.870117,6318.2217
2019-06-23,10689.540039,6312.307
2019-06-24,10855.990234,6365.8774
2019-06-25,11035.740234,6351.1714
2019-06-26,11740.339844,6352.4346
2019-06-27,12913.280273,6305.8896
2019-06-28,11154.089844,6466.7397
2019-06-29,12355.05957,6588.696
2019-06-30,11884.099609,6412.026
2019-07-01,10769.049805,5834.7783
2019-07-02,10591.870117,6136.699
2019-07-03,10844.129883,6147.1665
2019-07-04,11981.610352,5828.615
2019-07-05,11156.519531,5891.454
2019-07-06,10993.25,6232.624
2019-07-07,11248.94043,6115.5674
2019-07-08,11474.280273,5940.627
2019-07-09,12296.160156,6024.534
2019-07-10,12567.019531,5953.708
2019-07-11,12099.120117,6168.3906
2019-07-12,11343.120117,6365.8774
2019-07-13,11797.370117,6235.605
2019-07-14,11363.969727,5505.463
2019-07-15,10204.410156,5113.8057
2019-07-16,10850.259766,5813.399
2019-07-17,9423.44043,5352.761
2019-07-18,9696.150391,4708.032
2019-07-19,10638.349609,4856.458
2019-07-20,10532.94043,4759.791
2019-07-21,10759.419922,5077.663
2019-07-22,10586.709961,5063.08
2019-07-23,10325.870117,4969.8247
2019-07-24,9854.150391,5117.0254
2019-07-25,9772.139648,5102.968
2019-07-26,9882.429688,4951.927
2019-07-27,9847.450195,4779.3306
2019-07-28,9478.320313,5005.4634
2019-07-29,9531.769531,4852.122
