,Real,Predicted
2019-04-15,5165.589844,7450.3945
2019-04-16,5037.27002,7336.4746
2019-04-17,5212.810059,7423.6533
2019-04-18,5236.259766,7294.602
2019-04-19,5289.75,7388.229
2019-04-20,5295.529785,7386.677
2019-04-21,5326.180176,7389.0747
2019-04-22,5305.740234,7398.113
2019-04-23,5394.669922,7403.4854
2019-04-24,5539.100098,7424.9507
2019-04-25,5454.580078,7480.6157
2019-04-26,5162.669922,7483.0967
2019-04-27,5234.089844,7449.3384
2019-04-28,5229.47998,7271.8276
2019-04-29,5272.450195,7160.519
2019-04-30,5237.959961,7033.7646
2019-05-01,5350.640137,6987.3267
2019-05-02,5389.540039,6909.537
2019-05-03,5500.720215,7014.5874
2019-05-04,5753.379883,6952.765
2019-05-05,5840.080078,7138.385
2019-05-06,5794.140137,7178.564
2019-05-07,5748.169922,7280.4863
2019-05-08,5819.569824,7251.142
2019-05-09,5998.709961,7421.0796
2019-05-10,6171.959961,7405.9517
2019-05-11,6358.290039,7502.1797
2019-05-12,7191.359863,7532.2944
2019-05-13,6977.629883,7588.412
2019-05-14,7806.359862999999,7604.3306
2019-05-15,7980.129883,7631.1943
2019-05-16,8183.830077999999,7640.1777
2019-05-17,7874.109863,7649.3877
2019-05-18,7371.959961,7652.555
2019-05-19,7266.080078,7620.373
2019-05-20,8193.139648,7616.817
2019-05-21,7998.2900389999995,7622.864
2019-05-22,7947.930176,7633.799
2019-05-23,7626.890136999999,7616.6963
2019-05-24,7876.499999999999,7614.1104
2019-05-25,7996.399902,7588.873
2019-05-26,8059.129882999999,7571.4
2019-05-27,8726.230469,7581.1636
2019-05-28,8785.169922,7570.9097
2019-05-29,8718.849609,7587.4585
2019-05-30,8664.55957,7593.986
2019-05-31,8276.25,7598.4707
2019-06-01,8550.669922,7606.4062
2019-06-02,8555.870117,7558.5034
2019-06-03,8737.910156,7546.212
2019-06-04,8114.490233999999,7541.215
2019-06-05,7677.470214999999,7555.832
2019-06-06,7791.2900389999995,7381.586
2019-06-07,7807.359862999999,7013.8027
2019-06-08,8002.629882999999,6801.6055
2019-06-09,7933.779785,6481.979
2019-06-10,7643.439941,7195.7515
2019-06-11,8021.0,7092.105
2019-06-12,7917.319824,6972.213
2019-06-13,8174.140136999999,7159.5674
2019-06-14,8235.570313,7130.6543
2019-06-15,8693.959961,7229.664
2019-06-16,8853.55957,7329.041
2019-06-17,8979.179688,7470.173
2019-06-18,9336.009766,7549.8887
2019-06-19,9081.709961,7620.165
2019-06-20,9280.540039,7641.5376
2019-06-21,9536.849609,7660.427
2019-06-22,10218.870117,7676.2637
2019-06-23,10689.540039,7692.6753
2019-06-24,10855.990234,7701.257
2019-06-25,11035.740234,7709.609
2019-06-26,11740.339844,7707.2476
2019-06-27,12913.280273,7718.2397
2019-06-28,11154.089844,7735.849
2019-06-29,12355.05957,7741.0083
2019-06-30,11884.099609,7681.5903
2019-07-01,10769.049805,7677.9453
2019-07-02,10591.870117,7688.296
2019-07-03,10844.129883,7652.203
2019-07-04,11981.610352,7621.3516
2019-07-05,11156.519531,7661.0166
2019-07-06,10993.25,7659.9585
2019-07-07,11248.94043,7631.168
2019-07-08,11474.280273,7627.456
2019-07-09,12296.160156,7600.7114
2019-07-10,12567.019531,7627.1035
2019-07-11,12099.120117,7657.369
2019-07-12,11343.120117,7669.8354
2019-07-13,11797.370117,7615.9976
2019-07-14,11363.969727,7383.56
2019-07-15,10204.410156,7518.9624
2019-07-16,10850.259766,7484.7656
2019-07-17,9423.44043,7076.317
2019-07-18,9696.150391,6794.977
2019-07-19,10638.349609,6277.1177
2019-07-20,10532.94043,6508.4683
2019-07-21,10759.419922,6597.0757
2019-07-22,10586.709961,6252.1743
2019-07-23,10325.870117,6287.437
2019-07-24,9854.150391,6333.5884
2019-07-25,9772.139648,6222.029
2019-07-26,9882.429688,5783.2437
2019-07-27,9847.450195,6027.76
2019-07-28,9478.320313,5778.8047
2019-07-29,9531.769531,6205.197
