,Real,Predicted
2019-06-08,8002.629882999999,5504.2856
2019-06-09,7933.779785,5159.1084
2019-06-10,7643.439941,4577.394
2019-06-11,8021.0,4586.512
2019-06-12,7917.319824,4961.775
2019-06-13,8174.140136999999,5263.6484
2019-06-14,8235.570313,5614.635
2019-06-15,8693.959961,5573.068
2019-06-16,8853.55957,5536.7676
2019-06-17,8979.179688,5678.9536
2019-06-18,9336.009766,5711.126
2019-06-19,9081.709961,5766.432
2019-06-20,9280.540039,5816.87
2019-06-21,9536.849609,5858.25
2019-06-22,10218.870117,5877.7773
2019-06-23,10689.540039,5885.628
2019-06-24,10855.990234,5881.713
2019-06-25,11035.740234,5879.6753
2019-06-26,11740.339844,5880.9556
2019-06-27,12913.280273,5887.1177
2019-06-28,11154.089844,5886.3877
2019-06-29,12355.05957,5890.0303
2019-06-30,11884.099609,5891.4272
2019-07-01,10769.049805,5907.163
2019-07-02,10591.870117,5905.3223
2019-07-03,10844.129883,5858.4043
2019-07-04,11981.610352,5770.9873
2019-07-05,11156.519531,5815.4634
2019-07-06,10993.25,5803.4575
2019-07-07,11248.94043,5761.6255
2019-07-08,11474.280273,5791.851
2019-07-09,12296.160156,5835.429
2019-07-10,12567.019531,5806.1636
2019-07-11,12099.120117,5781.584
2019-07-12,11343.120117,5806.8555
2019-07-13,11797.370117,5814.4756
2019-07-14,11363.969727,5840.8716
2019-07-15,10204.410156,5833.1543
2019-07-16,10850.259766,5730.667
2019-07-17,9423.44043,5428.6934
2019-07-18,9696.150391,5152.548
2019-07-19,10638.349609,5282.28
2019-07-20,10532.94043,4676.0947
2019-07-21,10759.419922,4122.5835
2019-07-22,10586.709961,4396.5566
2019-07-23,10325.870117,4426.559
2019-07-24,9854.150391,4814.2935
2019-07-25,9772.139648,4813.7275
2019-07-26,9882.429688,4707.4683
2019-07-27,9847.450195,4768.9414
2019-07-28,9478.320313,4610.324
2019-07-29,9531.769531,4459.0493
