,Real,Predicted
2019-04-26,5162.669922,6365.6274
2019-04-27,5234.089844,6320.071
2019-04-28,5229.47998,6148.2407
2019-04-29,5272.450195,6115.026
2019-04-30,5237.959961,6035.841
2019-05-01,5350.640137,6012.06
2019-05-02,5389.540039,5968.688
2019-05-03,5500.720215,6063.13
2019-05-04,5753.379883,6063.7817
2019-05-05,5840.080078,6233.458
2019-05-06,5794.140137,6287.888
2019-05-07,5748.169922,6335.881
2019-05-08,5819.569824,6271.186
2019-05-09,5998.709961,6379.5107
2019-05-10,6171.959961,6337.0054
2019-05-11,6358.290039,6401.746
2019-05-12,7191.359863,6417.0176
2019-05-13,6977.629883,6462.7256
2019-05-14,7806.359862999999,6468.367
2019-05-15,7980.129883,6496.017
2019-05-16,8183.830077999999,6502.57
2019-05-17,7874.109863,6507.5547
2019-05-18,7371.959961,6503.599
2019-05-19,7266.080078,6449.3403
2019-05-20,8193.139648,6455.426
2019-05-21,7998.2900389999995,6460.265
2019-05-22,7947.930176,6474.2466
2019-05-23,7626.890136999999,6445.12
2019-05-24,7876.499999999999,6450.52
2019-05-25,7996.399902,6417.636
2019-05-26,8059.129882999999,6406.1143
2019-05-27,8726.230469,6429.4272
2019-05-28,8785.169922,6413.7886
2019-05-29,8718.849609,6436.893
2019-05-30,8664.55957,6442.6826
2019-05-31,8276.25,6448.132
2019-06-01,8550.669922,6462.161
2019-06-02,8555.870117,6387.0967
2019-06-03,8737.910156,6391.023
2019-06-04,8114.490233999999,6382.864
2019-06-05,7677.470214999999,6400.328
2019-06-06,7791.2900389999995,6182.0986
2019-06-07,7807.359862999999,5979.1226
2019-06-08,8002.629882999999,5930.487
2019-06-09,7933.779785,5710.8276
2019-06-10,7643.439941,6111.2163
2019-06-11,8021.0,6188.4526
2019-06-12,7917.319824,6067.616
2019-06-13,8174.140136999999,6243.7466
2019-06-14,8235.570313,6239.409
2019-06-15,8693.959961,6296.8804
2019-06-16,8853.55957,6341.7305
2019-06-17,8979.179688,6418.587
2019-06-18,9336.009766,6466.0024
2019-06-19,9081.709961,6509.046
2019-06-20,9280.540039,6522.862
2019-06-21,9536.849609,6533.899
2019-06-22,10218.870117,6539.88
2019-06-23,10689.540039,6555.9565
2019-06-24,10855.990234,6558.003
2019-06-25,11035.740234,6566.0576
2019-06-26,11740.339844,6555.402
2019-06-27,12913.280273,6576.7715
2019-06-28,11154.089844,6595.959
2019-06-29,12355.05957,6598.6084
2019-06-30,11884.099609,6487.314
2019-07-01,10769.049805,6530.4746
2019-07-02,10591.870117,6528.1973
2019-07-03,10844.129883,6465.4424
2019-07-04,11981.610352,6440.4404
2019-07-05,11156.519531,6507.908
2019-07-06,10993.25,6491.2324
2019-07-07,11248.94043,6451.7197
2019-07-08,11474.280273,6472.184
2019-07-09,12296.160156,6435.4614
2019-07-10,12567.019531,6478.0923
2019-07-11,12099.120117,6518.0034
2019-07-12,11343.120117,6527.6553
2019-07-13,11797.370117,6429.671
2019-07-14,11363.969727,6156.0825
2019-07-15,10204.410156,6381.381
2019-07-16,10850.259766,6314.545
2019-07-17,9423.44043,5914.078
2019-07-18,9696.150391,5932.299
2019-07-19,10638.349609,5586.6826
2019-07-20,10532.94043,5671.878
2019-07-21,10759.419922,5724.2827
2019-07-22,10586.709961,5580.2285
2019-07-23,10325.870117,5660.8477
2019-07-24,9854.150391,5716.3135
2019-07-25,9772.139648,5688.2017
2019-07-26,9882.429688,5344.814
2019-07-27,9847.450195,5489.6846
2019-07-28,9478.320313,5295.339
2019-07-29,9531.769531,5586.782
