,Real,Predicted
2019-06-13,8174.140136999999,5584.917
2019-06-14,8235.570313,6021.0083
2019-06-15,8693.959961,6022.4443
2019-06-16,8853.55957,6145.6724
2019-06-17,8979.179688,6319.589
2019-06-18,9336.009766,6543.838
2019-06-19,9081.709961,6672.053
2019-06-20,9280.540039,6742.843
2019-06-21,9536.849609,6718.7095
2019-06-22,10218.870117,6693.9917
2019-06-23,10689.540039,6691.6104
2019-06-24,10855.990234,6742.843
2019-06-25,11035.740234,6729.689
2019-06-26,11740.339844,6726.302
2019-06-27,12913.280273,6688.7354
2019-06-28,11154.089844,6854.1304
2019-06-29,12355.05957,6965.286
2019-06-30,11884.099609,6764.574
2019-07-01,10769.049805,6180.953
2019-07-02,10591.870117,6508.4604
2019-07-03,10844.129883,6505.9756
2019-07-04,11981.610352,6163.53
2019-07-05,11156.519531,6248.801
2019-07-06,10993.25,6603.5728
2019-07-07,11248.94043,6475.4893
2019-07-08,11474.280273,6295.5425
2019-07-09,12296.160156,6380.5
2019-07-10,12567.019531,6311.6743
2019-07-11,12099.120117,6547.391
2019-07-12,11343.120117,6742.843
2019-07-13,11797.370117,6592.3843
2019-07-14,11363.969727,5756.5576
2019-07-15,10204.410156,5273.175
2019-07-16,10850.259766,6144.5986
2019-07-17,9423.44043,5555.1777
2019-07-18,9696.150391,4706.2183
2019-07-19,10638.349609,4899.5264
2019-07-20,10532.94043,4772.8325
2019-07-21,10759.419922,5201.636
2019-07-22,10586.709961,5177.1587
2019-07-23,10325.870117,5055.0986
2019-07-24,9854.150391,5254.967
2019-07-25,9772.139648,5234.524
2019-07-26,9882.429688,5025.269
2019-07-27,9847.450195,4798.8286
2019-07-28,9478.320313,5096.8086
2019-07-29,9531.769531,4898.068
